STN,DATE,RH_0.1mm,EV24_0.1mm,RH_mm,EV24_mm
260,1981-10-19,39,4,3.9,0.4
260,1981-10-20,186,2,18.6,0.2
260,1981-10-21,29,7,2.9,0.7
260,1981-10-22,227,5,22.7,0.5
260,1981-10-23,0,11,0.0,1.1
260,1981-10-24,7,4,0.7,0.4
260,1981-10-25,55,4,5.5,0.4
260,1981-10-26,1,5,0.1,0.5
260,1981-10-27,4,4,0.4,0.4
260,1981-10-28,34,9,3.4,0.9
260,1981-10-29,83,6,8.3,0.6
260,1981-10-30,35,9,3.5,0.9
260,1981-10-31,22,6,2.2,0.6
260,1981-11-01,7,2,0.7,0.2
260,1981-11-02,-1,2,0.0,0.2
260,1981-11-03,-1,3,0.0,0.3
260,1981-11-04,26,5,2.6,0.5
260,1981-11-05,1,7,0.1,0.7
260,1981-11-06,-1,7,0.0,0.7
260,1981-11-07,-1,8,0.0,0.8
260,1981-11-08,0,8,0.0,0.8
260,1981-11-09,-1,3,0.0,0.3
260,1981-11-10,24,2,2.4,0.2
260,1981-11-11,37,1,3.7,0.1
260,1981-11-12,-1,3,0.0,0.3
260,1981-11-13,33,5,3.3,0.5
260,1981-11-14,4,5,0.4,0.5
260,1981-11-15,0,7,0.0,0.7
260,1981-11-16,-1,3,0.0,0.3
260,1981-11-17,54,1,5.4,0.1
260,1981-11-18,86,4,8.6,0.4
260,1981-11-19,15,7,1.5,0.7
260,1981-11-20,17,2,1.7,0.2
260,1981-11-21,15,2,1.5,0.2
260,1981-11-22,-1,2,0.0,0.2
260,1981-11-23,28,3,2.8,0.3
260,1981-11-24,22,3,2.2,0.3
260,1981-11-25,56,2,5.6,0.2
260,1981-11-26,4,2,0.4,0.2
260,1981-11-27,65,1,6.5,0.1
260,1981-11-28,54,2,5.4,0.2
260,1981-11-29,45,4,4.5,0.4
260,1981-11-30,128,1,12.8,0.1
260,1981-12-01,6,3,0.6,0.3
260,1981-12-02,4,3,0.4,0.3
260,1981-12-03,6,3,0.6,0.3
260,1981-12-04,190,1,19.0,0.1
260,1981-12-05,25,2,2.5,0.2
260,1981-12-06,87,2,8.7,0.2
260,1981-12-07,51,2,5.1,0.2
260,1981-12-08,49,1,4.9,0.1
260,1981-12-09,96,3,9.6,0.3
260,1981-12-10,16,3,1.6,0.3
260,1981-12-11,35,1,3.5,0.1
260,1981-12-12,13,3,1.3,0.3
260,1981-12-13,0,3,0.0,0.3
260,1981-12-14,93,1,9.3,0.1
260,1981-12-15,0,3,0.0,0.3
260,1981-12-16,0,4,0.0,0.4
260,1981-12-17,-1,2,0.0,0.2
260,1981-12-18,-1,1,0.0,0.1
260,1981-12-19,2,3,0.2,0.3
260,1981-12-20,0,2,0.0,0.2
260,1981-12-21,30,2,3.0,0.2
260,1981-12-22,23,1,2.3,0.1
260,1981-12-23,1,1,0.1,0.1
260,1981-12-24,0,2,0.0,0.2
260,1981-12-25,8,3,0.8,0.3
260,1981-12-26,0,2,0.0,0.2
260,1981-12-27,0,2,0.0,0.2
260,1981-12-28,-1,2,0.0,0.2
260,1981-12-29,57,1,5.7,0.1
260,1981-12-30,25,3,2.5,0.3
260,1981-12-31,56,1,5.6,0.1
260,1982-01-01,16,1,1.6,0.1
260,1982-01-02,35,1,3.5,0.1
260,1982-01-03,21,4,2.1,0.4
260,1982-01-04,45,2,4.5,0.2
260,1982-01-05,107,1,10.7,0.1
260,1982-01-06,2,4,0.2,0.4
260,1982-01-07,0,4,0.0,0.4
260,1982-01-08,0,2,0.0,0.2
260,1982-01-09,-1,1,0.0,0.1
260,1982-01-10,0,3,0.0,0.3
260,1982-01-11,0,2,0.0,0.2
260,1982-01-12,0,4,0.0,0.4
260,1982-01-13,0,4,0.0,0.4
260,1982-01-14,0,4,0.0,0.4
260,1982-01-15,0,4,0.0,0.4
260,1982-01-16,0,5,0.0,0.5
260,1982-01-17,0,5,0.0,0.5
260,1982-01-18,0,5,0.0,0.5
260,1982-01-19,-1,3,0.0,0.3
260,1982-01-20,1,5,0.1,0.5
260,1982-01-21,5,2,0.5,0.2
260,1982-01-22,16,1,1.6,0.1
260,1982-01-23,0,2,0.0,0.2
260,1982-01-24,0,2,0.0,0.2
260,1982-01-25,38,1,3.8,0.1
260,1982-01-26,64,2,6.4,0.2
260,1982-01-27,28,3,2.8,0.3
260,1982-01-28,-1,2,0.0,0.2
260,1982-01-29,37,2,3.7,0.2
260,1982-01-30,30,4,3.0,0.4
260,1982-01-31,8,8,0.8,0.8
260,1982-02-01,0,7,0.0,0.7
260,1982-02-02,0,8,0.0,0.8
260,1982-02-03,0,7,0.0,0.7
260,1982-02-04,0,7,0.0,0.7
260,1982-02-05,0,7,0.0,0.7
260,1982-02-06,34,3,3.4,0.3
260,1982-02-07,44,1,4.4,0.1
260,1982-02-08,8,5,0.8,0.5
260,1982-02-09,0,4,0.0,0.4
260,1982-02-10,0,5,0.0,0.5
260,1982-02-11,14,9,1.4,0.9
260,1982-02-12,7,7,0.7,0.7
260,1982-02-13,16,9,1.6,0.9
260,1982-02-14,8,8,0.8,0.8
260,1982-02-15,-1,3,0.0,0.3
260,1982-02-16,-1,1,0.0,0.1
260,1982-02-17,-1,1,0.0,0.1
260,1982-02-18,0,5,0.0,0.5
260,1982-02-19,0,6,0.0,0.6
260,1982-02-20,0,9,0.0,0.9
260,1982-02-21,0,11,0.0,1.1
260,1982-02-22,0,12,0.0,1.2
260,1982-02-23,0,9,0.0,0.9
260,1982-02-24,0,2,0.0,0.2
260,1982-02-25,0,7,0.0,0.7
260,1982-02-26,0,8,0.0,0.8
260,1982-02-27,-1,3,0.0,0.3
260,1982-02-28,17,2,1.7,0.2
260,1982-03-01,49,8,4.9,0.8
260,1982-03-02,1,13,0.1,1.3
260,1982-03-03,171,3,17.1,0.3
260,1982-03-04,31,4,3.1,0.4
260,1982-03-05,1,13,0.1,1.3
260,1982-03-06,0,13,0.0,1.3
260,1982-03-07,0,14,0.0,1.4
260,1982-03-08,0,13,0.0,1.3
260,1982-03-09,-1,7,0.0,0.7
260,1982-03-10,149,2,14.9,0.2
260,1982-03-11,1,9,0.1,0.9
260,1982-03-12,50,5,5.0,0.5
260,1982-03-13,24,12,2.4,1.2
260,1982-03-14,0,6,0.0,0.6
260,1982-03-15,0,16,0.0,1.6
260,1982-03-16,66,11,6.6,1.1
260,1982-03-17,40,12,4.0,1.2
260,1982-03-18,9,11,0.9,1.1
260,1982-03-19,7,12,0.7,1.2
260,1982-03-20,2,15,0.2,1.5
260,1982-03-21,0,9,0.0,0.9
260,1982-03-22,-1,9,0.0,0.9
260,1982-03-23,0,11,0.0,1.1
260,1982-03-24,0,15,0.0,1.5
260,1982-03-25,0,19,0.0,1.9
260,1982-03-26,0,22,0.0,2.2
260,1982-03-27,0,22,0.0,2.2
260,1982-03-28,0,11,0.0,1.1
260,1982-03-29,32,3,3.2,0.3
260,1982-03-30,-1,7,0.0,0.7
260,1982-03-31,0,25,0.0,2.5
260,1982-04-01,0,24,0.0,2.4
260,1982-04-02,7,21,0.7,2.1
260,1982-04-03,0,21,0.0,2.1
260,1982-04-04,0,26,0.0,2.6
260,1982-04-05,0,25,0.0,2.5
260,1982-04-06,13,11,1.3,1.1
260,1982-04-07,62,7,6.2,0.7
260,1982-04-08,31,14,3.1,1.4
260,1982-04-09,17,15,1.7,1.5
260,1982-04-10,16,13,1.6,1.3
260,1982-04-11,22,14,2.2,1.4
260,1982-04-12,20,17,2.0,1.7
260,1982-04-13,4,24,0.4,2.4
260,1982-04-14,0,24,0.0,2.4
260,1982-04-15,0,29,0.0,2.9
260,1982-04-16,0,31,0.0,3.1
260,1982-04-17,0,31,0.0,3.1
260,1982-04-18,0,27,0.0,2.7
260,1982-04-19,0,32,0.0,3.2
260,1982-04-20,0,25,0.0,2.5
260,1982-04-21,0,25,0.0,2.5
260,1982-04-22,0,30,0.0,3.0
260,1982-04-23,4,20,0.4,2.0
260,1982-04-24,4,26,0.4,2.6
260,1982-04-25,0,31,0.0,3.1
260,1982-04-26,2,20,0.2,2.0
260,1982-04-27,1,9,0.1,0.9
260,1982-04-28,-1,20,0.0,2.0
260,1982-04-29,13,16,1.3,1.6
260,1982-04-30,41,8,4.1,0.8
260,1982-05-01,57,10,5.7,1.0
260,1982-05-02,2,23,0.2,2.3
260,1982-05-03,8,22,0.8,2.2
260,1982-05-04,1,30,0.1,3.0
260,1982-05-05,3,15,0.3,1.5
260,1982-05-06,46,10,4.6,1.0
260,1982-05-07,13,17,1.3,1.7
260,1982-05-08,-1,21,0.0,2.1
260,1982-05-09,0,38,0.0,3.8
260,1982-05-10,0,32,0.0,3.2
260,1982-05-11,0,34,0.0,3.4
260,1982-05-12,0,35,0.0,3.5
260,1982-05-13,0,43,0.0,4.3
260,1982-05-14,0,46,0.0,4.6
260,1982-05-15,0,46,0.0,4.6
260,1982-05-16,1,34,0.1,3.4
260,1982-05-17,0,38,0.0,3.8
260,1982-05-18,-1,20,0.0,2.0
260,1982-05-19,5,32,0.5,3.2
260,1982-05-20,75,15,7.5,1.5
260,1982-05-21,18,25,1.8,2.5
260,1982-05-22,20,14,2.0,1.4
260,1982-05-23,10,15,1.0,1.5
260,1982-05-24,-1,32,0.0,3.2
260,1982-05-25,0,24,0.0,2.4
260,1982-05-26,0,48,0.0,4.8
260,1982-05-27,44,28,4.4,2.8
260,1982-05-28,0,32,0.0,3.2
260,1982-05-29,0,40,0.0,4.0
260,1982-05-30,0,51,0.0,5.1
260,1982-05-31,0,52,0.0,5.2
260,1982-06-01,-1,41,0.0,4.1
260,1982-06-02,54,46,5.4,4.6
260,1982-06-03,0,46,0.0,4.6
260,1982-06-04,-1,31,0.0,3.1
260,1982-06-05,0,49,0.0,4.9
260,1982-06-06,-1,21,0.0,2.1
260,1982-06-07,17,29,1.7,2.9
260,1982-06-08,0,47,0.0,4.7
260,1982-06-09,0,46,0.0,4.6
260,1982-06-10,0,43,0.0,4.3
260,1982-06-11,6,12,0.6,1.2
260,1982-06-12,4,24,0.4,2.4
260,1982-06-13,34,23,3.4,2.3
260,1982-06-14,3,25,0.3,2.5
260,1982-06-15,-1,17,0.0,1.7
260,1982-06-16,72,12,7.2,1.2
260,1982-06-17,0,28,0.0,2.8
260,1982-06-18,51,22,5.1,2.2
260,1982-06-19,321,16,32.1,1.6
260,1982-06-20,0,34,0.0,3.4
260,1982-06-21,-1,25,0.0,2.5
260,1982-06-22,99,21,9.9,2.1
260,1982-06-23,91,27,9.1,2.7
260,1982-06-24,42,18,4.2,1.8
260,1982-06-25,-1,35,0.0,3.5
260,1982-06-26,33,38,3.3,3.8
260,1982-06-27,3,29,0.3,2.9
260,1982-06-28,6,21,0.6,2.1
260,1982-06-29,38,32,3.8,3.2
260,1982-06-30,-1,39,0.0,3.9
260,1982-07-01,4,18,0.4,1.8
260,1982-07-02,-1,48,0.0,4.8
260,1982-07-03,5,15,0.5,1.5
260,1982-07-04,-1,32,0.0,3.2
260,1982-07-05,-1,36,0.0,3.6
260,1982-07-06,1,17,0.1,1.7
260,1982-07-07,0,47,0.0,4.7
260,1982-07-08,0,48,0.0,4.8
260,1982-07-09,0,55,0.0,5.5
260,1982-07-10,0,24,0.0,2.4
260,1982-07-11,0,46,0.0,4.6
260,1982-07-12,0,46,0.0,4.6
260,1982-07-13,0,48,0.0,4.8
260,1982-07-14,1,45,0.1,4.5
260,1982-07-15,203,35,20.3,3.5
260,1982-07-16,-1,30,0.0,3.0
260,1982-07-17,0,34,0.0,3.4
260,1982-07-18,0,48,0.0,4.8
260,1982-07-19,0,38,0.0,3.8
260,1982-07-20,0,39,0.0,3.9
260,1982-07-21,0,29,0.0,2.9
260,1982-07-22,0,30,0.0,3.0
260,1982-07-23,0,21,0.0,2.1
260,1982-07-24,0,18,0.0,1.8
260,1982-07-25,0,25,0.0,2.5
260,1982-07-26,-1,28,0.0,2.8
260,1982-07-27,14,21,1.4,2.1
260,1982-07-28,0,38,0.0,3.8
260,1982-07-29,0,42,0.0,4.2
260,1982-07-30,0,41,0.0,4.1
260,1982-07-31,16,40,1.6,4.0
260,1982-08-01,-1,33,0.0,3.3
260,1982-08-02,0,43,0.0,4.3
260,1982-08-03,0,43,0.0,4.3
260,1982-08-04,0,41,0.0,4.1
260,1982-08-05,32,10,3.2,1.0
260,1982-08-06,-1,39,0.0,3.9
260,1982-08-07,0,31,0.0,3.1
260,1982-08-08,2,18,0.2,1.8
260,1982-08-09,12,24,1.2,2.4
260,1982-08-10,14,40,1.4,4.0
260,1982-08-11,0,36,0.0,3.6
260,1982-08-12,-1,38,0.0,3.8
260,1982-08-13,37,22,3.7,2.2
260,1982-08-14,2,31,0.2,3.1
260,1982-08-15,45,16,4.5,1.6
260,1982-08-16,0,18,0.0,1.8
260,1982-08-17,77,24,7.7,2.4
260,1982-08-18,46,10,4.6,1.0
260,1982-08-19,1,34,0.1,3.4
260,1982-08-20,86,31,8.6,3.1
260,1982-08-21,2,18,0.2,1.8
260,1982-08-22,-1,15,0.0,1.5
260,1982-08-23,20,18,2.0,1.8
260,1982-08-24,40,19,4.0,1.9
260,1982-08-25,18,22,1.8,2.2
260,1982-08-26,2,19,0.2,1.9
260,1982-08-27,12,24,1.2,2.4
260,1982-08-28,1,19,0.1,1.9
260,1982-08-29,0,33,0.0,3.3
260,1982-08-30,6,21,0.6,2.1
260,1982-08-31,17,15,1.7,1.5
260,1982-09-01,18,14,1.8,1.4
260,1982-09-02,18,32,1.8,3.2
260,1982-09-03,0,31,0.0,3.1
260,1982-09-04,0,29,0.0,2.9
260,1982-09-05,4,24,0.4,2.4
260,1982-09-06,-1,6,0.0,0.6
260,1982-09-07,-1,9,0.0,0.9
260,1982-09-08,0,17,0.0,1.7
260,1982-09-09,0,25,0.0,2.5
260,1982-09-10,0,28,0.0,2.8
260,1982-09-11,0,21,0.0,2.1
260,1982-09-12,0,18,0.0,1.8
260,1982-09-13,0,22,0.0,2.2
260,1982-09-14,0,24,0.0,2.4
260,1982-09-15,0,25,0.0,2.5
260,1982-09-16,0,20,0.0,2.0
260,1982-09-17,0,24,0.0,2.4
260,1982-09-18,0,18,0.0,1.8
260,1982-09-19,-1,25,0.0,2.5
260,1982-09-20,19,17,1.9,1.7
260,1982-09-21,59,7,5.9,0.7
260,1982-09-22,0,22,0.0,2.2
260,1982-09-23,24,16,2.4,1.6
260,1982-09-24,0,19,0.0,1.9
260,1982-09-25,49,7,4.9,0.7
260,1982-09-26,29,8,2.9,0.8
260,1982-09-27,-1,22,0.0,2.2
260,1982-09-28,0,20,0.0,2.0
260,1982-09-29,0,22,0.0,2.2
260,1982-09-30,16,3,1.6,0.3
260,1982-10-01,0,17,0.0,1.7
260,1982-10-02,0,21,0.0,2.1
260,1982-10-03,0,10,0.0,1.0
260,1982-10-04,0,18,0.0,1.8
260,1982-10-05,55,3,5.5,0.3
260,1982-10-06,0,11,0.0,1.1
260,1982-10-07,154,3,15.4,0.3
260,1982-10-08,162,6,16.2,0.6
260,1982-10-09,140,7,14.0,0.7
260,1982-10-10,261,4,26.1,0.4
260,1982-10-11,12,5,1.2,0.5
260,1982-10-12,8,8,0.8,0.8
260,1982-10-13,74,5,7.4,0.5
260,1982-10-14,20,7,2.0,0.7
260,1982-10-15,55,8,5.5,0.8
260,1982-10-16,4,11,0.4,1.1
260,1982-10-17,14,10,1.4,1.0
260,1982-10-18,32,13,3.2,1.3
260,1982-10-19,2,8,0.2,0.8
260,1982-10-20,-1,7,0.0,0.7
260,1982-10-21,23,8,2.3,0.8
260,1982-10-22,1,13,0.1,1.3
260,1982-10-23,25,2,2.5,0.2
260,1982-10-24,-1,13,0.0,1.3
260,1982-10-25,-1,4,0.0,0.4
260,1982-10-26,-1,4,0.0,0.4
260,1982-10-27,0,13,0.0,1.3
260,1982-10-28,0,7,0.0,0.7
260,1982-10-29,0,9,0.0,0.9
260,1982-10-30,0,1,0.0,0.1
260,1982-10-31,0,5,0.0,0.5
260,1982-11-01,-1,6,0.0,0.6
260,1982-11-02,-1,2,0.0,0.2
260,1982-11-03,0,3,0.0,0.3
260,1982-11-04,-1,2,0.0,0.2
260,1982-11-05,-1,2,0.0,0.2
260,1982-11-06,0,9,0.0,0.9
260,1982-11-07,-1,7,0.0,0.7
260,1982-11-08,52,6,5.2,0.6
260,1982-11-09,-1,3,0.0,0.3
260,1982-11-10,11,3,1.1,0.3
260,1982-11-11,0,7,0.0,0.7
260,1982-11-12,45,3,4.5,0.3
260,1982-11-13,8,3,0.8,0.3
260,1982-11-14,33,6,3.3,0.6
260,1982-11-15,78,5,7.8,0.5
260,1982-11-16,45,1,4.5,0.1
260,1982-11-17,70,4,7.0,0.4
260,1982-11-18,74,1,7.4,0.1
260,1982-11-19,30,5,3.0,0.5
260,1982-11-20,13,4,1.3,0.4
260,1982-11-21,0,5,0.0,0.5
260,1982-11-22,97,3,9.7,0.3
260,1982-11-23,23,1,2.3,0.1
260,1982-11-24,-1,3,0.0,0.3
260,1982-11-25,22,1,2.2,0.1
260,1982-11-26,14,2,1.4,0.2
260,1982-11-27,0,3,0.0,0.3
260,1982-11-28,0,3,0.0,0.3
260,1982-11-29,0,2,0.0,0.2
260,1982-11-30,0,2,0.0,0.2
260,1982-12-01,0,4,0.0,0.4
260,1982-12-02,0,1,0.0,0.1
260,1982-12-03,0,1,0.0,0.1
260,1982-12-04,-1,0,0.0,0.0
260,1982-12-05,48,2,4.8,0.2
260,1982-12-06,6,4,0.6,0.4
260,1982-12-07,46,1,4.6,0.1
260,1982-12-08,1,4,0.1,0.4
260,1982-12-09,105,1,10.5,0.1
260,1982-12-10,95,1,9.5,0.1
260,1982-12-11,75,2,7.5,0.2
260,1982-12-12,0,2,0.0,0.2
260,1982-12-13,0,1,0.0,0.1
260,1982-12-14,3,1,0.3,0.1
260,1982-12-15,14,1,1.4,0.1
260,1982-12-16,31,2,3.1,0.2
260,1982-12-17,41,1,4.1,0.1
260,1982-12-18,15,2,1.5,0.2
260,1982-12-19,86,3,8.6,0.3
260,1982-12-20,17,2,1.7,0.2
260,1982-12-21,90,1,9.0,0.1
260,1982-12-22,44,1,4.4,0.1
260,1982-12-23,2,3,0.2,0.3
260,1982-12-24,3,1,0.3,0.1
260,1982-12-25,1,1,0.1,0.1
260,1982-12-26,1,1,0.1,0.1
260,1982-12-27,4,4,0.4,0.4
260,1982-12-28,2,2,0.2,0.2
260,1982-12-29,-1,4,0.0,0.4
260,1982-12-30,0,2,0.0,0.2
260,1982-12-31,-1,1,0.0,0.1
260,1983-01-01,15,3,1.5,0.3
260,1983-01-02,-1,2,0.0,0.2
260,1983-01-03,209,0,20.9,0.0
260,1983-01-04,120,1,12.0,0.1
260,1983-01-05,26,1,2.6,0.1
260,1983-01-06,22,3,2.2,0.3
260,1983-01-07,1,4,0.1,0.4
260,1983-01-08,4,4,0.4,0.4
260,1983-01-09,46,1,4.6,0.1
260,1983-01-10,2,3,0.2,0.3
260,1983-01-11,-1,3,0.0,0.3
260,1983-01-12,0,1,0.0,0.1
260,1983-01-13,36,1,3.6,0.1
260,1983-01-14,101,0,10.1,0.0
260,1983-01-15,54,1,5.4,0.1
260,1983-01-16,-1,4,0.0,0.4
260,1983-01-17,-1,1,0.0,0.1
260,1983-01-18,14,5,1.4,0.5
260,1983-01-19,16,2,1.6,0.2
260,1983-01-20,0,3,0.0,0.3
260,1983-01-21,-1,2,0.0,0.2
260,1983-01-22,0,1,0.0,0.1
260,1983-01-23,0,6,0.0,0.6
260,1983-01-24,-1,5,0.0,0.5
260,1983-01-25,47,1,4.7,0.1
260,1983-01-26,1,4,0.1,0.4
260,1983-01-27,3,1,0.3,0.1
260,1983-01-28,61,1,6.1,0.1
260,1983-01-29,-1,6,0.0,0.6
260,1983-01-30,58,3,5.8,0.3
260,1983-01-31,110,3,11.0,0.3
260,1983-02-01,69,5,6.9,0.5
260,1983-02-02,88,5,8.8,0.5
260,1983-02-03,29,5,2.9,0.5
260,1983-02-04,0,7,0.0,0.7
260,1983-02-05,107,4,10.7,0.4
260,1983-02-06,33,3,3.3,0.3
260,1983-02-07,8,2,0.8,0.2
260,1983-02-08,2,3,0.2,0.3
260,1983-02-09,3,2,0.3,0.2
260,1983-02-10,0,1,0.0,0.1
260,1983-02-11,-1,6,0.0,0.6
260,1983-02-12,-1,5,0.0,0.5
260,1983-02-13,-1,8,0.0,0.8
260,1983-02-14,0,8,0.0,0.8
260,1983-02-15,0,8,0.0,0.8
260,1983-02-16,0,9,0.0,0.9
260,1983-02-17,0,9,0.0,0.9
260,1983-02-18,0,9,0.0,0.9
260,1983-02-19,0,4,0.0,0.4
260,1983-02-20,-1,6,0.0,0.6
260,1983-02-21,-1,11,0.0,1.1
260,1983-02-22,0,10,0.0,1.0
260,1983-02-23,0,11,0.0,1.1
260,1983-02-24,0,11,0.0,1.1
260,1983-02-25,3,5,0.3,0.5
260,1983-02-26,22,2,2.2,0.2
260,1983-02-27,72,2,7.2,0.2
260,1983-02-28,6,5,0.6,0.5
260,1983-03-01,12,6,1.2,0.6
260,1983-03-02,0,9,0.0,0.9
260,1983-03-03,0,13,0.0,1.3
260,1983-03-04,0,10,0.0,1.0
260,1983-03-05,0,13,0.0,1.3
260,1983-03-06,-1,6,0.0,0.6
260,1983-03-07,0,11,0.0,1.1
260,1983-03-08,0,13,0.0,1.3
260,1983-03-09,0,4,0.0,0.4
260,1983-03-10,0,8,0.0,0.8
260,1983-03-11,0,12,0.0,1.2
260,1983-03-12,0,16,0.0,1.6
260,1983-03-13,0,16,0.0,1.6
260,1983-03-14,78,7,7.8,0.7
260,1983-03-15,0,11,0.0,1.1
260,1983-03-16,-1,12,0.0,1.2
260,1983-03-17,47,3,4.7,0.3
260,1983-03-18,16,5,1.6,0.5
260,1983-03-19,80,3,8.0,0.3
260,1983-03-20,39,5,3.9,0.5
260,1983-03-21,44,6,4.4,0.6
260,1983-03-22,26,7,2.6,0.7
260,1983-03-23,118,7,11.8,0.7
260,1983-03-24,-1,7,0.0,0.7
260,1983-03-25,145,10,14.5,1.0
260,1983-03-26,47,14,4.7,1.4
260,1983-03-27,54,10,5.4,1.0
260,1983-03-28,2,14,0.2,1.4
260,1983-03-29,16,14,1.6,1.4
260,1983-03-30,39,13,3.9,1.3
260,1983-03-31,43,9,4.3,0.9
260,1983-04-01,-1,13,0.0,1.3
260,1983-04-02,0,7,0.0,0.7
260,1983-04-03,5,16,0.5,1.6
260,1983-04-04,7,8,0.7,0.8
260,1983-04-05,95,11,9.5,1.1
260,1983-04-06,37,15,3.7,1.5
260,1983-04-07,31,13,3.1,1.3
260,1983-04-08,24,9,2.4,0.9
260,1983-04-09,0,19,0.0,1.9
260,1983-04-10,80,7,8.0,0.7
260,1983-04-11,14,14,1.4,1.4
260,1983-04-12,64,13,6.4,1.3
260,1983-04-13,-1,19,0.0,1.9
260,1983-04-14,12,17,1.2,1.7
260,1983-04-15,-1,29,0.0,2.9
260,1983-04-16,0,31,0.0,3.1
260,1983-04-17,33,6,3.3,0.6
260,1983-04-18,-1,21,0.0,2.1
260,1983-04-19,-1,8,0.0,0.8
260,1983-04-20,0,23,0.0,2.3
260,1983-04-21,109,6,10.9,0.6
260,1983-04-22,-1,22,0.0,2.2
260,1983-04-23,39,16,3.9,1.6
260,1983-04-24,0,28,0.0,2.8
260,1983-04-25,1,12,0.1,1.2
260,1983-04-26,2,21,0.2,2.1
260,1983-04-27,257,8,25.7,0.8
260,1983-04-28,-1,17,0.0,1.7
260,1983-04-29,40,23,4.0,2.3
260,1983-04-30,-1,33,0.0,3.3
260,1983-05-01,121,12,12.1,1.2
260,1983-05-02,90,18,9.0,1.8
260,1983-05-03,140,4,14.0,0.4
260,1983-05-04,0,22,0.0,2.2
260,1983-05-05,0,33,0.0,3.3
260,1983-05-06,48,18,4.8,1.8
260,1983-05-07,19,15,1.9,1.5
260,1983-05-08,79,19,7.9,1.9
260,1983-05-09,35,16,3.5,1.6
260,1983-05-10,7,29,0.7,2.9
260,1983-05-11,76,12,7.6,1.2
260,1983-05-12,51,12,5.1,1.2
260,1983-05-13,2,24,0.2,2.4
260,1983-05-14,0,28,0.0,2.8
260,1983-05-15,6,19,0.6,1.9
260,1983-05-16,21,9,2.1,0.9
260,1983-05-17,16,21,1.6,2.1
260,1983-05-18,32,20,3.2,2.0
260,1983-05-19,68,24,6.8,2.4
260,1983-05-20,91,26,9.1,2.6
260,1983-05-21,112,7,11.2,0.7
260,1983-05-22,7,21,0.7,2.1
260,1983-05-23,0,34,0.0,3.4
260,1983-05-24,74,5,7.4,0.5
260,1983-05-25,50,3,5.0,0.3
260,1983-05-26,22,5,2.2,0.5
260,1983-05-27,1,12,0.1,1.2
260,1983-05-28,54,10,5.4,1.0
260,1983-05-29,3,12,0.3,1.2
260,1983-05-30,0,23,0.0,2.3
260,1983-05-31,6,42,0.6,4.2
260,1983-06-01,92,41,9.2,4.1
260,1983-06-02,69,19,6.9,1.9
260,1983-06-03,0,35,0.0,3.5
260,1983-06-04,14,35,1.4,3.5
260,1983-06-05,1,38,0.1,3.8
260,1983-06-06,0,45,0.0,4.5
260,1983-06-07,0,49,0.0,4.9
260,1983-06-08,40,24,4.0,2.4
260,1983-06-09,-1,36,0.0,3.6
260,1983-06-10,-1,35,0.0,3.5
260,1983-06-11,-1,24,0.0,2.4
260,1983-06-12,0,37,0.0,3.7
260,1983-06-13,0,43,0.0,4.3
260,1983-06-14,4,28,0.4,2.8
260,1983-06-15,16,32,1.6,3.2
260,1983-06-16,0,26,0.0,2.6
260,1983-06-17,-1,42,0.0,4.2
260,1983-06-18,0,32,0.0,3.2
260,1983-06-19,0,43,0.0,4.3
260,1983-06-20,0,50,0.0,5.0
260,1983-06-21,0,49,0.0,4.9
260,1983-06-22,0,49,0.0,4.9
260,1983-06-23,1,41,0.1,4.1
260,1983-06-24,-1,31,0.0,3.1
260,1983-06-25,0,29,0.0,2.9
260,1983-06-26,-1,41,0.0,4.1
260,1983-06-27,4,27,0.4,2.7
260,1983-06-28,2,30,0.2,3.0
260,1983-06-29,57,6,5.7,0.6
260,1983-06-30,53,16,5.3,1.6
260,1983-07-01,0,36,0.0,3.6
260,1983-07-02,-1,23,0.0,2.3
260,1983-07-03,0,40,0.0,4.0
260,1983-07-04,0,45,0.0,4.5
260,1983-07-05,0,49,0.0,4.9
260,1983-07-06,-1,28,0.0,2.8
260,1983-07-07,-1,37,0.0,3.7
260,1983-07-08,0,43,0.0,4.3
260,1983-07-09,0,41,0.0,4.1
260,1983-07-10,0,45,0.0,4.5
260,1983-07-11,0,48,0.0,4.8
260,1983-07-12,0,50,0.0,5.0
260,1983-07-13,0,31,0.0,3.1
260,1983-07-14,0,44,0.0,4.4
260,1983-07-15,0,41,0.0,4.1
260,1983-07-16,0,42,0.0,4.2
260,1983-07-17,-1,40,0.0,4.0
260,1983-07-18,0,27,0.0,2.7
260,1983-07-19,-1,23,0.0,2.3
260,1983-07-20,-1,31,0.0,3.1
260,1983-07-21,0,45,0.0,4.5
260,1983-07-22,0,46,0.0,4.6
260,1983-07-23,0,39,0.0,3.9
260,1983-07-24,170,16,17.0,1.6
260,1983-07-25,0,40,0.0,4.0
260,1983-07-26,29,31,2.9,3.1
260,1983-07-27,4,24,0.4,2.4
260,1983-07-28,0,19,0.0,1.9
260,1983-07-29,-1,32,0.0,3.2
260,1983-07-30,0,33,0.0,3.3
260,1983-07-31,0,38,0.0,3.8
260,1983-08-01,75,9,7.5,0.9
260,1983-08-02,70,19,7.0,1.9
260,1983-08-03,0,25,0.0,2.5
260,1983-08-04,-1,20,0.0,2.0
260,1983-08-05,19,15,1.9,1.5
260,1983-08-06,22,12,2.2,1.2
260,1983-08-07,0,32,0.0,3.2
260,1983-08-08,0,33,0.0,3.3
260,1983-08-09,0,39,0.0,3.9
